instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,tempkelvin,atemp,hum,heatindex,windspeed,casual,registered,cnt,logcnt
2126,2011-04-03,2,0,4,10,0,0,0,1,0.4,289.55,0.4091,0.43,0.412,0.4179,111,104,215,5.375
2127,2011-04-03,2,0,4,11,0,0,0,1,0.42,290.37,0.4242,0.41,0.416,0.2537,139,104,243,5.497
2128,2011-04-03,2,0,4,12,0,0,0,1,0.44,291.19,0.4394,0.38,0.416,0.2836,166,147,313,5.749
2129,2011-04-03,2,0,4,13,0,0,0,1,0.44,291.19,0.4394,0.33,0.396,0.2985,219,148,367,5.908
2130,2011-04-03,2,0,4,14,0,0,0,1,0.46,292.01,0.4545,0.31,0.4,0.1343,240,109,349,5.858
2131,2011-04-03,2,0,4,15,0,0,0,2,0.46,292.01,0.4545,0.33,0.408,0.0,174,118,292,5.68
2132,2011-04-03,2,0,4,16,0,0,0,2,0.46,292.01,0.4545,0.31,0.4,0.194,147,156,303,5.717
2133,2011-04-03,2,0,4,17,0,0,0,2,0.46,292.01,0.4545,0.28,0.388,0.1343,148,126,274,5.617
2134,2011-04-03,2,0,4,18,0,0,0,2,0.46,292.01,0.4545,0.31,0.4,0.0,71,101,172,5.153
2135,2011-04-03,2,0,4,19,0,0,0,2,0.42,290.37,0.4242,0.44,0.428,0.194,51,93,144,4.977
2136,2011-04-03,2,0,4,20,0,0,0,3,0.42,290.37,0.4242,0.41,0.416,0.2239,24,55,79,4.382
2137,2011-04-03,2,0,4,21,0,0,0,2,0.42,290.37,0.4242,0.44,0.428,0.2239,8,37,45,3.829
2138,2011-04-03,2,0,4,22,0,0,0,1,0.4,289.55,0.4091,0.43,0.412,0.1045,7,29,36,3.611
2139,2011-04-03,2,0,4,23,0,0,0,1,0.4,289.55,0.4091,0.5,0.44,0.0896,9,22,31,3.466
2140,2011-04-04,2,0,4,0,0,1,1,1,0.4,289.55,0.4091,0.5,0.44,0.2239,1,5,6,1.946
2141,2011-04-04,2,0,4,1,0,1,1,1,0.4,289.55,0.4091,0.56,0.464,0.3582,7,4,11,2.485
2142,2011-04-04,2,0,4,2,0,1,1,1,0.38,288.73,0.3939,0.66,0.492,0.2537,1,1,2,1.099
2143,2011-04-04,2,0,4,3,0,1,1,1,0.38,288.73,0.3939,0.66,0.492,0.2836,1,0,1,0.693
2144,2011-04-04,2,0,4,4,0,1,1,1,0.38,288.73,0.3939,0.71,0.512,0.2985,1,1,2,1.099
2145,2011-04-04,2,0,4,5,0,1,1,1,0.4,289.55,0.4091,0.62,0.488,0.2537,0,7,7,2.079
2146,2011-04-04,2,0,4,6,0,1,1,1,0.42,290.37,0.4242,0.58,0.484,0.2836,3,43,46,3.85
2147,2011-04-04,2,0,4,7,0,1,1,2,0.44,291.19,0.4394,0.54,0.48,0.2537,7,150,157,5.063
2148,2011-04-04,2,0,4,8,0,1,1,2,0.46,292.01,0.4545,0.55,0.496,0.2985,31,308,339,5.829
2149,2011-04-04,2,0,4,9,0,1,1,2,0.5,293.65,0.4848,0.51,0.504,0.3881,24,134,158,5.069
2150,2011-04-04,2,0,4,10,0,1,1,2,0.54,295.29,0.5152,0.45,0.504,0.3582,35,55,90,4.511
2151,2011-04-04,2,0,4,11,0,1,1,1,0.6,297.75,0.6212,0.4,0.52,0.3881,58,66,124,4.828
2152,2011-04-04,2,0,4,12,0,1,1,1,0.64,299.39,0.6212,0.36,0.528,0.4627,59,98,157,5.063
2153,2011-04-04,2,0,4,13,0,1,1,1,0.68,301.03,0.6364,0.34,0.544,0.3284,47,92,139,4.942
2154,2011-04-04,2,0,4,14,0,1,1,2,0.74,303.49,0.6515,0.27,0.552,0.4925,47,76,123,4.82
2155,2011-04-04,2,0,4,15,0,1,1,1,0.76,304.31,0.6667,0.23,0.548,0.5522,47,96,143,4.97
2156,2011-04-04,2,0,4,16,0,1,1,1,0.76,304.31,0.6515,0.22,0.544,0.5224,59,130,189,5.247
2157,2011-04-04,2,0,4,17,0,1,1,1,0.74,303.49,0.6515,0.23,0.536,0.6119,83,283,366,5.905
2158,2011-04-04,2,0,4,18,0,1,1,2,0.72,302.67,0.6364,0.23,0.524,0.4925,78,308,386,5.958
2159,2011-04-04,2,0,4,19,0,1,1,1,0.7,301.85,0.6364,0.24,0.516,0.4627,51,227,278,5.631
2160,2011-04-04,2,0,4,20,0,1,1,2,0.7,301.85,0.6364,0.24,0.516,0.5522,40,133,173,5.159
2161,2011-04-04,2,0,4,21,0,1,1,2,0.7,301.85,0.6364,0.3,0.54,0.4478,19,76,95,4.564
2162,2011-04-04,2,0,4,22,0,1,1,2,0.68,301.03,0.6364,0.36,0.552,0.4627,17,58,75,4.331
2163,2011-04-04,2,0,4,23,0,1,1,2,0.64,299.39,0.6212,0.47,0.572,0.2239,18,30,48,3.892
2164,2011-04-05,2,0,4,0,0,2,1,1,0.62,298.57,0.6212,0.5,0.572,0.1045,10,12,22,3.135
2165,2011-04-05,2,0,4,1,0,2,1,3,0.62,298.57,0.6212,0.57,0.6,0.4179,10,5,15,2.773
2166,2011-04-05,2,0,4,2,0,2,1,2,0.54,295.29,0.5152,0.73,0.616,0.3284,0,5,5,1.792
2167,2011-04-05,2,0,4,3,0,2,1,2,0.54,295.29,0.5152,0.73,0.616,0.3284,1,3,4,1.609
2168,2011-04-05,2,0,4,4,0,2,1,3,0.5,293.65,0.4848,0.88,0.652,0.4925,0,2,2,1.099
2169,2011-04-05,2,0,4,5,0,2,1,3,0.46,292.01,0.4545,0.94,0.652,0.2985,0,5,5,1.792
2170,2011-04-05,2,0,4,6,0,2,1,2,0.48,292.83,0.4697,0.88,0.64,0.3284,2,36,38,3.664
2171,2011-04-05,2,0,4,7,0,2,1,2,0.48,292.83,0.4697,0.88,0.64,0.3284,10,124,134,4.905
2172,2011-04-05,2,0,4,8,0,2,1,3,0.38,288.73,0.3939,0.87,0.576,0.5821,9,148,157,5.063
2173,2011-04-05,2,0,4,9,0,2,1,3,0.36,287.91,0.3182,0.87,0.564,0.4925,2,44,46,3.85
2174,2011-04-05,2,0,4,10,0,2,1,3,0.34,287.09,0.303,0.81,0.528,0.3881,3,25,28,3.367
2175,2011-04-05,2,0,4,11,0,2,1,3,0.32,286.27,0.2879,0.81,0.516,0.4478,1,18,19,2.996
2176,2011-04-05,2,0,4,12,0,2,1,2,0.34,287.09,0.303,0.71,0.488,0.3881,6,32,38,3.664
2177,2011-04-05,2,0,4,13,0,2,1,2,0.36,287.91,0.3333,0.63,0.468,0.4179,5,51,56,4.043
2178,2011-04-05,2,0,4,14,0,2,1,2,0.36,287.91,0.3182,0.57,0.444,0.4925,9,67,76,4.344
2179,2011-04-05,2,0,4,15,0,2,1,1,0.4,289.55,0.4091,0.46,0.424,0.4627,6,62,68,4.234
2180,2011-04-05,2,0,4,16,0,2,1,1,0.38,288.73,0.3939,0.46,0.412,0.4179,17,113,130,4.875
2181,2011-04-05,2,0,4,17,0,2,1,1,0.42,290.37,0.4242,0.38,0.404,0.4179,27,246,273,5.613
2182,2011-04-05,2,0,4,18,0,2,1,1,0.38,288.73,0.3939,0.4,0.388,0.4925,19,248,267,5.591
2183,2011-04-05,2,0,4,19,0,2,1,1,0.36,287.91,0.3333,0.43,0.388,0.2985,12,148,160,5.081
2184,2011-04-05,2,0,4,20,0,2,1,1,0.34,287.09,0.3182,0.46,0.388,0.2836,4,87,91,4.522
2185,2011-04-05,2,0,4,21,0,2,1,1,0.34,287.09,0.2879,0.46,0.388,0.5224,8,81,89,4.5
2186,2011-04-05,2,0,4,22,0,2,1,1,0.32,286.27,0.303,0.49,0.388,0.2985,3,43,46,3.85
2187,2011-04-05,2,0,4,23,0,2,1,1,0.3,285.45,0.2879,0.49,0.376,0.2836,3,23,26,3.296
2188,2011-04-06,2,0,4,0,0,3,1,1,0.3,285.45,0.3182,0.49,0.376,0.1045,0,15,15,2.773
2189,2011-04-06,2,0,4,1,0,3,1,1,0.26,283.81,0.2727,0.6,0.396,0.1343,0,2,2,1.099
2190,2011-04-06,2,0,4,2,0,3,1,1,0.24,282.99,0.2424,0.7,0.424,0.1343,0,5,5,1.792
2191,2011-04-06,2,0,4,3,0,3,1,1,0.26,283.81,0.2727,0.6,0.396,0.1343,0,4,4,1.609
2192,2011-04-06,2,0,4,4,0,3,1,1,0.24,282.99,0.2424,0.65,0.404,0.1343,0,1,1,0.693
2193,2011-04-06,2,0,4,5,0,3,1,1,0.24,282.99,0.2576,0.7,0.424,0.1045,1,12,13,2.639
2194,2011-04-06,2,0,4,6,0,3,1,1,0.24,282.99,0.2576,0.7,0.424,0.1045,4,52,56,4.043
2195,2011-04-06,2,0,4,7,0,3,1,1,0.26,283.81,0.2727,0.65,0.416,0.1045,3,130,133,4.898
2196,2011-04-06,2,0,4,8,0,3,1,1,0.32,286.27,0.303,0.61,0.436,0.2239,17,308,325,5.787
2197,2011-04-06,2,0,4,9,0,3,1,1,0.36,287.91,0.3333,0.46,0.4,0.2537,8,157,165,5.112
2198,2011-04-06,2,0,4,10,0,3,1,1,0.4,289.55,0.4091,0.37,0.388,0.3881,21,48,69,4.248
2199,2011-04-06,2,0,4,11,0,3,1,1,0.42,290.37,0.4242,0.38,0.404,0.3881,23,70,93,4.543
2200,2011-04-06,2,0,4,12,0,3,1,1,0.44,291.19,0.4394,0.41,0.428,0.2537,22,112,134,4.905
2201,2011-04-06,2,0,4,13,0,3,1,1,0.46,292.01,0.4545,0.38,0.428,0.4925,29,83,112,4.727
2202,2011-04-06,2,0,4,14,0,3,1,1,0.5,293.65,0.4848,0.34,0.436,0.4179,35,80,115,4.754
2203,2011-04-06,2,0,4,15,0,3,1,1,0.52,294.47,0.5,0.32,0.44,0.3284,34,83,117,4.771
2204,2011-04-06,2,0,4,16,0,3,1,1,0.54,295.29,0.5152,0.28,0.436,0.4179,27,142,169,5.136
2205,2011-04-06,2,0,4,17,0,3,1,1,0.52,294.47,0.5,0.32,0.44,0.4478,53,303,356,5.878
2206,2011-04-06,2,0,4,18,0,3,1,1,0.52,294.47,0.5,0.29,0.428,0.3582,43,282,325,5.787
2207,2011-04-06,2,0,4,19,0,3,1,1,0.5,293.65,0.4848,0.31,0.424,0.2985,36,196,232,5.451
2208,2011-04-06,2,0,4,20,0,3,1,1,0.46,292.01,0.4545,0.51,0.48,0.2239,15,126,141,4.956
2209,2011-04-06,2,0,4,21,0,3,1,1,0.46,292.01,0.4545,0.41,0.44,0.2836,18,84,102,4.635
2210,2011-04-06,2,0,4,22,0,3,1,1,0.46,292.01,0.4545,0.41,0.44,0.2836,13,71,84,4.443
2211,2011-04-06,2,0,4,23,0,3,1,1,0.46,292.01,0.4545,0.41,0.44,0.2985,11,29,40,3.714
2212,2011-04-07,2,0,4,0,0,4,1,1,0.46,292.01,0.4545,0.41,0.44,0.2836,5,15,20,3.045
2213,2011-04-07,2,0,4,1,0,4,1,1,0.42,290.37,0.4242,0.47,0.44,0.1343,2,11,13,2.639
2214,2011-04-07,2,0,4,2,0,4,1,1,0.42,290.37,0.4242,0.54,0.468,0.0,0,7,7,2.079
2215,2011-04-07,2,0,4,3,0,4,1,1,0.36,287.91,0.3485,0.66,0.48,0.194,0,3,3,1.386
2216,2011-04-07,2,0,4,4,0,4,1,1,0.34,287.09,0.3333,0.76,0.508,0.194,0,1,1,0.693
2217,2011-04-07,2,0,4,5,0,4,1,1,0.34,287.09,0.3182,0.76,0.508,0.2239,0,6,6,1.946
2218,2011-04-07,2,0,4,6,0,4,1,1,0.32,286.27,0.303,0.81,0.516,0.2537,5,59,64,4.174
2219,2011-04-07,2,0,4,7,0,4,1,2,0.34,287.09,0.3333,0.76,0.508,0.1642,8,152,160,5.081
2220,2011-04-07,2,0,4,8,0,4,1,1,0.36,287.91,0.3485,0.76,0.52,0.194,23,291,314,5.753
2221,2011-04-07,2,0,4,9,0,4,1,2,0.4,289.55,0.4091,0.66,0.504,0.1343,15,155,170,5.142
2222,2011-04-07,2,0,4,10,0,4,1,2,0.42,290.37,0.4242,0.67,0.52,0.1045,29,66,95,4.564
2223,2011-04-07,2,0,4,11,0,4,1,2,0.46,292.01,0.4545,0.55,0.496,0.0,36,86,122,4.812
2224,2011-04-07,2,0,4,12,0,4,1,2,0.46,292.01,0.4545,0.55,0.496,0.0,39,114,153,5.037
2225,2011-04-07,2,0,4,13,0,4,1,2,0.52,294.47,0.5,0.48,0.504,0.0896,36,99,135,4.913
2226,2011-04-07,2,0,4,14,0,4,1,1,0.56,296.11,0.5303,0.43,0.508,0.0896,46,111,157,5.063
2227,2011-04-07,2,0,4,15,0,4,1,1,0.6,297.75,0.6212,0.38,0.512,0.1045,27,133,160,5.081
2228,2011-04-07,2,0,4,16,0,4,1,1,0.6,297.75,0.6212,0.35,0.5,0.0,52,161,213,5.366
2229,2011-04-07,2,0,4,17,0,4,1,1,0.52,294.47,0.5,0.52,0.52,0.2836,63,280,343,5.841
2230,2011-04-07,2,0,4,18,0,4,1,1,0.48,292.83,0.4697,0.55,0.508,0.2537,68,265,333,5.811
2231,2011-04-07,2,0,4,19,0,4,1,1,0.46,292.01,0.4545,0.59,0.512,0.2985,34,192,226,5.425
2232,2011-04-07,2,0,4,20,0,4,1,1,0.44,291.19,0.4394,0.62,0.512,0.1642,37,166,203,5.318
2233,2011-04-07,2,0,4,21,0,4,1,2,0.44,291.19,0.4394,0.67,0.532,0.2836,19,89,108,4.691
2234,2011-04-07,2,0,4,22,0,4,1,2,0.4,289.55,0.4091,0.76,0.544,0.194,18,63,81,4.407
2235,2011-04-07,2,0,4,23,0,4,1,1,0.38,288.73,0.3939,0.76,0.532,0.2537,9,45,54,4.007
2236,2011-04-08,2,0,4,0,0,5,1,2,0.36,287.91,0.3485,0.76,0.52,0.2239,4,21,25,3.258
2237,2011-04-08,2,0,4,1,0,5,1,2,0.34,287.09,0.3333,0.76,0.508,0.1343,3,6,9,2.303
2238,2011-04-08,2,0,4,2,0,5,1,3,0.34,287.09,0.3333,0.76,0.508,0.1642,3,10,13,2.639
2239,2011-04-08,2,0,4,3,0,5,1,3,0.34,287.09,0.3333,0.76,0.508,0.1642,0,1,1,0.693
2240,2011-04-08,2,0,4,4,0,5,1,2,0.34,287.09,0.3333,0.86,0.548,0.1343,0,1,1,0.693
2241,2011-04-08,2,0,4,5,0,5,1,2,0.32,286.27,0.3182,0.87,0.54,0.194,1,8,9,2.303
2242,2011-04-08,2,0,4,6,0,5,1,2,0.34,287.09,0.3636,0.87,0.552,0.0,2,33,35,3.584
2243,2011-04-08,2,0,4,7,0,5,1,3,0.34,287.09,0.3333,0.87,0.552,0.1642,4,109,113,4.736
2244,2011-04-08,2,0,4,8,0,5,1,3,0.34,287.09,0.3333,0.87,0.552,0.1642,13,208,221,5.403
2245,2011-04-08,2,0,4,9,0,5,1,2,0.36,287.91,0.3485,0.76,0.52,0.194,17,168,185,5.226
2246,2011-04-08,2,0,4,10,0,5,1,2,0.36,287.91,0.3333,0.71,0.5,0.2836,10,63,73,4.304
2247,2011-04-08,2,0,4,11,0,5,1,2,0.4,289.55,0.4091,0.62,0.488,0.3881,19,79,98,4.595
2248,2011-04-08,2,0,4,12,0,5,1,3,0.38,288.73,0.3939,0.66,0.492,0.2239,29,51,80,4.394
2249,2011-04-08,2,0,4,13,0,5,1,3,0.36,287.91,0.3333,0.76,0.52,0.2836,7,35,42,3.761
2250,2011-04-08,2,0,4,14,0,5,1,3,0.34,287.09,,0.87,0.552,0.2239,2,13,15,2.773
2251,2011-04-08,2,0,4,15,0,5,1,3,0.34,287.09,0.3182,0.87,0.552,0.2239,1,24,25,3.258
2252,2011-04-08,2,0,4,16,0,5,1,2,0.32,286.27,0.303,0.93,0.564,0.2537,2,58,60,4.111
2253,2011-04-08,2,0,4,17,0,5,1,3,0.32,286.27,0.303,0.93,0.564,0.2537,10,138,148,5.004
2254,2011-04-08,2,0,4,18,0,5,1,3,0.32,286.27,0.303,0.93,0.564,0.2537,8,54,62,4.143
2255,2011-04-08,2,0,4,19,0,5,1,3,0.3,285.45,0.2727,0.93,0.552,0.4179,1,52,53,3.989
2256,2011-04-08,2,0,4,20,0,5,1,2,0.3,285.45,0.2727,0.93,0.552,0.3284,12,51,63,4.159
2257,2011-04-08,2,0,4,21,0,5,1,2,0.3,285.45,0.2879,0.93,0.552,0.2537,11,43,54,4.007
2258,2011-04-08,2,0,4,22,0,5,1,2,0.3,285.45,0.2727,0.93,0.552,0.2985,9,42,51,3.951
2259,2011-04-08,2,0,4,23,0,5,1,2,0.3,285.45,0.2879,0.93,0.552,0.2239,4,31,35,3.584
2260,2011-04-09,2,0,4,0,0,6,0,2,0.3,285.45,0.2879,0.87,0.528,0.2239,5,26,31,3.466
2261,2011-04-09,2,0,4,1,0,6,0,2,0.3,285.45,0.303,0.87,0.528,0.1343,3,17,20,3.045
2262,2011-04-09,2,0,4,2,0,6,0,2,0.32,286.27,0.303,0.87,0.54,0.2239,2,15,17,2.89
2263,2011-04-09,2,0,4,3,0,6,0,3,0.3,285.45,0.2879,1.0,0.58,0.2537,3,11,14,2.708
2264,2011-04-09,2,0,4,4,0,6,0,3,0.3,285.45,0.2727,1.0,0.58,0.2537,0,3,3,1.386
2265,2011-04-09,2,0,4,5,0,6,0,2,0.3,285.45,0.2879,0.93,0.552,0.2239,0,5,5,1.792
2266,2011-04-09,2,0,4,6,0,6,0,2,0.3,285.45,0.2879,0.93,0.552,0.194,0,13,13,2.639
2267,2011-04-09,2,0,4,7,0,6,0,2,0.3,285.45,0.303,0.93,0.552,0.1642,8,13,21,3.091
2268,2011-04-09,2,0,4,8,0,6,0,2,0.32,286.27,0.303,0.93,0.564,0.1642,7,47,54,4.007
2269,2011-04-09,2,0,4,9,0,6,0,2,0.34,287.09,0.3485,0.87,0.552,0.1045,27,71,98,4.595
2270,2011-04-09,2,0,4,10,0,6,0,2,0.34,287.09,0.3333,0.87,0.552,0.1343,43,90,133,4.898
2271,2011-04-09,2,0,4,11,0,6,0,2,0.36,287.91,0.3636,0.81,0.54,0.0,51,91,142,4.963
2272,2011-04-09,2,0,4,12,0,6,0,2,0.36,287.91,0.3485,0.81,0.54,0.1343,79,123,202,5.313
2273,2011-04-09,2,0,4,13,0,6,0,2,0.36,287.91,0.3788,0.81,0.54,0.0,114,108,222,5.407
2274,2011-04-09,2,0,4,14,0,6,0,2,0.36,287.91,0.3485,0.81,0.54,0.1343,94,118,212,5.361
2275,2011-04-09,2,0,4,15,0,6,0,2,0.36,287.91,0.3788,0.87,0.564,0.0,85,116,201,5.308
2276,2011-04-09,2,0,4,16,0,6,0,2,0.38,288.73,0.3939,0.82,0.556,0.0,73,118,191,5.257
2277,2011-04-09,2,0,4,17,0,6,0,2,0.38,288.73,0.3939,0.82,0.556,0.0896,128,129,257,5.553
2278,2011-04-09,2,0,4,18,0,6,0,2,0.38,288.73,0.3939,0.82,0.556,0.1045,48,129,177,5.182
2279,2011-04-09,2,0,4,19,0,6,0,2,0.38,288.73,0.3939,0.82,0.556,0.1343,47,83,130,4.875
2280,2011-04-09,2,0,4,20,0,6,0,2,0.38,288.73,0.3939,0.87,0.576,0.1642,19,74,93,4.543
2281,2011-04-09,2,0,4,21,0,6,0,2,0.36,287.91,0.3485,0.93,0.588,0.1343,10,65,75,4.331
2282,2011-04-09,2,0,4,22,0,6,0,2,0.36,287.91,0.3485,0.93,0.588,0.1343,21,66,87,4.477
2283,2011-04-09,2,0,4,23,0,6,0,2,0.38,288.73,0.3939,0.87,0.576,0.0896,12,45,57,4.06
2284,2011-04-10,2,0,4,0,0,0,0,2,0.38,288.73,0.3939,0.87,0.576,0.0896,5,48,53,3.989
2285,2011-04-10,2,0,4,1,0,0,0,2,0.38,288.73,0.3939,0.87,0.576,0.1343,6,31,37,3.638
2286,2011-04-10,2,0,4,2,0,0,0,2,0.38,288.73,0.3939,0.87,0.576,0.0896,12,24,36,3.611
2287,2011-04-10,2,0,4,3,0,0,0,2,0.38,288.73,0.3939,0.87,0.576,0.1343,5,11,16,2.833
2288,2011-04-10,2,0,4,4,0,0,0,2,0.36,287.91,0.3636,0.93,0.588,0.1045,3,2,5,1.792
2289,2011-04-10,2,0,4,5,0,0,0,2,0.36,287.91,0.3636,0.93,0.588,0.0896,0,4,4,1.609
2290,2011-04-10,2,0,4,6,0,0,0,2,0.36,287.91,0.3636,0.93,0.588,0.0896,0,4,4,1.609
2291,2011-04-10,2,0,4,7,0,0,0,2,0.36,287.91,0.3636,1.0,0.616,0.0896,3,7,10,2.398
2292,2011-04-10,2,0,4,8,0,0,0,2,0.38,288.73,0.3939,0.94,0.604,0.0896,17,38,55,4.025
2293,2011-04-10,2,0,4,9,0,0,0,2,0.38,288.73,0.3939,0.94,0.604,0.1343,31,50,81,4.407
2294,2011-04-10,2,0,4,10,0,0,0,2,0.4,289.55,0.4091,0.87,0.588,0.0,69,81,150,5.017
2295,2011-04-10,2,0,4,11,0,0,0,2,0.4,289.55,0.4091,0.87,0.588,0.1343,93,109,202,5.313
2296,2011-04-10,2,0,4,12,0,0,0,2,0.42,290.37,0.4242,0.88,0.604,0.1343,94,136,230,5.442
2297,2011-04-10,2,0,4,13,0,0,0,1,0.46,292.01,0.4545,0.82,0.604,0.1045,121,142,263,5.576
2298,2011-04-10,2,0,4,14,0,0,0,1,0.5,293.65,0.4848,0.72,0.588,0.194,148,133,281,5.642
2299,2011-04-10,2,0,4,15,0,0,0,1,0.5,293.65,0.4848,0.77,0.608,0.2239,156,141,297,5.697
2300,2011-04-10,2,0,4,16,0,0,0,2,0.52,294.47,0.5,0.72,0.6,0.1642,135,153,288,5.666
2301,2011-04-10,2,0,4,17,0,0,0,2,0.52,294.47,,0.72,0.6,0.194,84,152,236,5.468
2302,2011-04-10,2,0,4,18,0,0,0,1,0.5,293.65,0.4848,0.77,0.608,0.194,103,137,240,5.485
2303,2011-04-10,2,0,4,19,0,0,0,1,0.5,293.65,0.4848,0.77,0.608,0.194,47,84,131,4.883
2304,2011-04-10,2,0,4,20,0,0,0,1,0.46,292.01,0.4545,0.82,0.604,0.1343,21,71,92,4.533
2305,2011-04-10,2,0,4,21,0,0,0,1,0.44,291.19,0.4394,0.88,0.616,0.194,18,77,95,4.564
2306,2011-04-10,2,0,4,22,0,0,0,1,0.44,291.19,0.4394,0.94,0.64,0.2537,12,45,57,4.06
2307,2011-04-10,2,0,4,23,0,0,0,1,0.46,292.01,0.4545,0.88,0.628,0.3582,5,27,32,3.497
2308,2011-04-11,2,0,4,0,0,1,1,1,0.48,292.83,0.4697,0.88,0.64,0.3284,7,16,23,3.178
2309,2011-04-11,2,0,4,1,0,1,1,1,0.46,292.01,0.4545,0.94,0.652,0.2836,1,3,4,1.609
2310,2011-04-11,2,0,4,2,0,1,1,1,0.46,292.01,0.4545,0.94,0.652,0.2836,7,2,9,2.303
2311,2011-04-11,2,0,4,4,0,1,1,1,0.46,292.01,,0.94,0.652,0.194,0,1,1,0.693
2312,2011-04-11,2,0,4,5,0,1,1,1,0.46,292.01,0.4545,0.94,0.652,0.194,1,12,13,2.639
2313,2011-04-11,2,0,4,6,0,1,1,2,0.46,292.01,0.4545,1.0,0.676,0.2239,2,59,61,4.127
2314,2011-04-11,2,0,4,7,0,1,1,2,0.5,293.65,0.4848,0.88,0.652,0.2239,12,164,176,5.176
2315,2011-04-11,2,0,4,8,0,1,1,2,0.52,294.47,0.5,0.88,0.664,0.2836,28,286,314,5.753
2316,2011-04-11,2,0,4,9,0,1,1,2,0.56,296.11,0.5303,0.83,0.668,0.2836,33,132,165,5.112
2317,2011-04-11,2,0,4,10,0,1,1,2,0.56,296.11,0.5303,0.83,0.668,0.2985,41,55,96,4.575
2318,2011-04-11,2,0,4,11,0,1,1,2,0.6,297.75,0.5909,0.73,0.652,0.2985,45,59,104,4.654
2319,2011-04-11,2,0,4,12,0,1,1,2,0.6,297.75,0.5909,0.73,0.652,0.3284,37,97,134,4.905
2320,2011-04-11,2,0,4,13,0,1,1,2,0.64,299.39,0.6061,0.69,0.66,0.4179,62,77,139,4.942
2321,2011-04-11,2,0,4,14,0,1,1,2,0.72,302.67,0.6667,0.54,0.648,0.3582,60,85,145,4.984
2322,2011-04-11,2,0,4,15,0,1,1,1,0.74,303.49,0.6667,0.48,0.636,0.5224,56,85,141,4.956
2323,2011-04-11,2,0,4,16,0,1,1,1,0.74,303.49,0.6667,0.48,0.636,0.5224,73,162,235,5.464
2324,2011-04-11,2,0,4,17,0,1,1,1,0.74,303.49,0.6667,0.48,0.636,0.5224,100,352,452,6.116
2325,2011-04-11,2,0,4,18,0,1,1,1,0.72,302.67,0.6667,0.51,0.636,0.3881,93,290,383,5.951
2326,2011-04-11,2,0,4,19,0,1,1,1,0.72,302.67,0.6667,0.51,0.636,0.4478,73,211,284,5.652
2327,2011-04-11,2,0,4,20,0,1,1,1,0.68,301.03,0.6364,0.57,0.636,0.5224,44,122,166,5.118
2328,2011-04-11,2,0,4,21,0,1,1,1,0.66,300.21,0.6212,0.61,0.64,0.2537,39,119,158,5.069
2329,2011-04-11,2,0,4,22,0,1,1,2,0.64,299.39,0.6212,0.5,0.584,0.2836,25,66,91,4.522
2330,2011-04-11,2,0,4,23,0,1,1,3,0.58,296.93,0.5455,0.6,0.588,0.0,16,38,54,4.007
2331,2011-04-12,2,0,4,0,0,2,1,2,0.62,298.57,0.6212,0.5,0.572,0.1045,11,13,24,3.219
2332,2011-04-12,2,0,4,1,0,2,1,2,0.62,298.57,0.6212,0.5,0.572,0.0896,6,7,13,2.639
2333,2011-04-12,2,0,4,2,0,2,1,2,0.6,297.75,0.6212,0.53,0.572,0.1343,7,7,14,2.708
2334,2011-04-12,2,0,4,3,0,2,1,2,0.58,296.93,0.5455,0.56,0.572,0.1343,0,1,1,0.693
2335,2011-04-12,2,0,4,4,0,2,1,2,0.56,296.11,0.5303,0.64,0.592,0.1343,4,2,6,1.946
2336,2011-04-12,2,0,4,5,0,2,1,2,0.54,295.29,0.5152,0.68,0.596,0.1343,1,15,16,2.833
2337,2011-04-12,2,0,4,6,0,2,1,2,0.54,295.29,0.5152,0.68,0.596,0.2836,3,55,58,4.078
2338,2011-04-12,2,0,4,7,0,2,1,2,0.54,295.29,0.5152,0.68,0.596,0.2239,12,177,189,5.247
2339,2011-04-12,2,0,4,8,0,2,1,3,0.48,292.83,0.4697,0.88,0.64,0.3881,15,211,226,5.425
2340,2011-04-12,2,0,4,9,0,2,1,3,0.46,292.01,0.4545,0.94,0.652,0.4925,4,50,54,4.007
2341,2011-04-12,2,0,4,10,0,2,1,3,0.5,293.65,0.4848,0.82,0.628,0.4179,6,34,40,3.714
2342,2011-04-12,2,0,4,11,0,2,1,1,0.52,294.47,0.5,0.77,0.62,0.3582,11,38,49,3.912
2343,2011-04-12,2,0,4,12,0,2,1,2,0.56,296.11,0.5303,0.64,0.592,0.4627,9,83,92,4.533
2344,2011-04-12,2,0,4,13,0,2,1,3,0.54,295.29,0.5152,0.68,0.596,0.2836,22,84,106,4.673
2345,2011-04-12,2,0,4,14,0,2,1,2,0.5,293.65,0.4848,0.82,0.628,0.2836,16,28,44,3.807
2346,2011-04-12,2,0,4,15,0,2,1,2,0.48,292.83,0.4697,0.77,0.596,0.5224,24,54,78,4.369
2347,2011-04-12,2,0,4,16,0,2,1,2,0.48,292.83,0.4697,0.77,0.596,0.3881,19,80,99,4.605
2348,2011-04-12,2,0,4,17,0,2,1,3,0.44,291.19,0.4394,0.77,0.572,0.2239,29,262,291,5.677
2349,2011-04-12,2,0,4,18,0,2,1,3,0.44,291.19,0.4394,0.77,0.572,0.2239,21,203,224,5.416
2350,2011-04-12,2,0,4,19,0,2,1,2,0.42,290.37,0.4242,0.82,0.58,0.2836,3,127,130,4.875
